NAME,PRICE,CUISINES,CITY,REGION,URL,PAGE NO,RESTAURANT_TYPE,TIMING,RATING_TYPE,RATING,VOTES,AREA,PRICE_CATEGORY,RATING_CATEGORY,POPULARITY_CATEGORY,AFFORDABLE_FLAG,WEIGHTED_RATING,VALUE_SCORE,COMBINED_FEATURES
Midnight Bites,700,"Chinese,Fast Food",Mumbai,Juhu,https://www.zomato.com/mumbai/midnight-bites-juhu/info,409,Quick Bites,9pm to 4am(Mon-Sun),Average,3.2,15.0,Juhu,Moderate,Average,Low Popularity,False,3.56,5.09,"midnight bites chinese,fast food quick bites moderate average low popularity"
Ministry Of Games,650,"Cafe,Desserts",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/ministry-of-games-versova/info,41,Café,11am to 1am(Mon-Sun),Very Good,4.3,25.0,Andheri,Moderate,Very Good,Low Popularity,True,3.74,5.75,"ministry of games cafe,desserts café moderate very good low popularity"
Quarterdeck,1600,"North Indian,South Indian,Chinese,Seafood",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/quarterdeck-versova/info,41,Bar,12noon to 130am(Mon-Sun),Good,3.7,219.0,Andheri,Premium,Good,Moderately Popular,False,3.67,2.29,"quarterdeck north indian,south indian,chinese,seafood bar premium good moderately popular"
Bhaijaanz,900,"Mughlai,North Indian,Chinese",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/bhaijaanz-carter-road-bandra-west/info,41,Casual Dining,1130am to 230am(Mon-Sun),Good,3.8,1116.0,Bandra,Moderate,Good,Highly Popular,True,3.78,4.2,"bhaijaanz mughlai,north indian,chinese casual dining moderate good highly popular"
Taste of North,400,North Indian,Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/taste-of-north-versova/info,410,none,"12midnight to 1am,7pm to 12midnight(Mon,Wed...",Good,3.8,38.0,Andheri,Budget,Good,Low Popularity,True,3.66,9.15,taste of north north indian none budget good low popularity
La Frux,500,"Healthy Food,Juices",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/la-frux-andheri-lokhandwala/info,410,none,24,Average,3.3,10.0,Andheri,Budget,Average,Low Popularity,False,3.59,7.18,"la frux healthy food,juices none budget average low popularity"
Hotel Laxman,300,"North Indian,Chinese",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/hotel-laxman-oshiwara/info,410,Quick Bites,1130am to 1230AM(Mon-Sun),Average,3.0,4.0,Andheri,Budget,Average,Low Popularity,False,3.59,11.97,"hotel laxman north indian,chinese quick bites budget average low popularity"
Andy's Kitchen,750,"Biryani,Indian,Italian,Burger,Wraps,Kebab,Pizza",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/andys-kitchen-carter-road-bandra-west/info,411,Quick Bites,"12noon to 12midnight(Mon,Tue,Wed,Thu,Sun)...",Good,3.9,164.0,Bandra,Moderate,Good,Moderately Popular,True,3.78,5.04,"andy's kitchen biryani,indian,italian,burger,wraps,kebab,pizza quick bites moderate good moderately popular"
Times Of Asia,500,Chinese,Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/times-of-asia-versova/info,411,none,"12noon to 330pm,630pm to 12midnight...",Average,3.3,20.0,Andheri,Budget,Average,Low Popularity,False,3.56,7.12,times of asia chinese none budget average low popularity
L' Dorado- Bar Bank,600,"American,Mexican",Mumbai,Bar Bank-- Juhu,https://www.zomato.com/mumbai/l-dorado-bar-bank-juhu/info,411,Food Truck,12noon to 1am(Mon-Sun),Average,3.4,14.0,Juhu,Moderate,Average,Low Popularity,False,3.59,5.98,"l' dorado- bar bank american,mexican food truck moderate average low popularity"
The Kebab Guy,500,"North Indian,Middle Eastern,Indian,Kebab",Mumbai,Juhu,https://www.zomato.com/mumbai/the-kebab-guy-juhu/info,411,Quick Bites,"12midnight to 1230AM,12noon to 4pm,7pm to ...",Good,3.7,27.0,Juhu,Budget,Good,Low Popularity,True,3.63,7.26,"the kebab guy north indian,middle eastern,indian,kebab quick bites budget good low popularity"
Phat Fork- Bar Bank,600,"Chinese,Asian",Mumbai,Bar Bank-- Juhu,https://www.zomato.com/mumbai/phat-fork-bar-bank-juhu/info,412,Food Truck,12noon to 1am(Mon-Sun),Average,3.4,19.0,Juhu,Moderate,Average,Low Popularity,False,3.58,5.97,"phat fork- bar bank chinese,asian food truck moderate average low popularity"
Swadish,750,"North Indian,Chinese",Mumbai,Santacruz West,https://www.zomato.com/mumbai/swadish-santacruz-west/info,412,none,7pm to 4am(Mon-Sun),Very Good,4.2,32.0,Santacruz,Moderate,Very Good,Low Popularity,True,3.74,4.99,"swadish north indian,chinese none moderate very good low popularity"
Night Spice,600,"North Indian,Chinese,Mughlai,Fast Food",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/night-spice-oshiwara/info,412,Quick Bites,"7pm to 3am(Mon,Tue,Wed,Thu,Sun),7pm to 4am...",Good,3.6,294.0,Andheri,Moderate,Good,Moderately Popular,True,3.6,6.0,"night spice north indian,chinese,mughlai,fast food quick bites moderate good moderately popular"
Red Chilly,300,Chinese,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/red-chilly-near-andheri-east-station/info,415,none,12noon to 330am(Mon-Sun),Average,2.9,128.0,Andheri,Budget,Average,Moderately Popular,False,3.23,10.77,red chilly chinese none budget average moderately popular
Exotic Foods,500,"Biryani,Fast Food,North Indian,Chinese,Mughlai",Mumbai,Juhu,https://www.zomato.com/mumbai/exotic-foods-juhu/info,416,Casual Dining,11am to 1230AM(Mon-Sun),Average,2.7,17.0,Juhu,Budget,Average,Low Popularity,False,3.49,6.98,"exotic foods biryani,fast food,north indian,chinese,mughlai casual dining budget average low popularity"
Treat Fast Food Center,600,"North Indian,Chinese",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/treat-fast-food-center-near-andheri-east-station/info,416,Quick Bites,10am to 1am(Mon-Sun),Average,2.9,27.0,Andheri,Moderate,Average,Low Popularity,False,3.47,5.78,"treat fast food center north indian,chinese quick bites moderate average low popularity"
Raat Ki Rasoi,500,"Biryani,Chinese,Kebab,North Indian,Rolls",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/raat-ki-rasoi-andheri-lokhandwala/info,416,none,6pm to 4am(Mon-Sun),Very Good,4.2,199.0,Andheri,Budget,Very Good,Moderately Popular,True,3.99,7.98,"raat ki rasoi biryani,chinese,kebab,north indian,rolls none budget very good moderately popular"
Fast Food @149,200,Fast Food,Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/fast-food-@149-near-andheri-west-station/info,417,none,1230pm to 130am(Mon-Sun),Average,3.0,18.0,Andheri,Budget,Average,Low Popularity,False,3.53,17.65,fast food @149 fast food none budget average low popularity
Cafe Milan,250,"North Indian,Chinese",Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/cafe-milan-bandra-talao-bandra-west/info,417,Casual Dining,6am to 1am(Mon-Sun),Average,3.0,22.0,Bandra,Budget,Average,Low Popularity,False,3.51,14.04,"cafe milan north indian,chinese casual dining budget average low popularity"
What In Kitchen,250,"North Indian,Chinese,Mughlai",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/what-in-kitchen-andheri-lokhandwala/info,419,Quick Bites,8pm to 4am(Mon-Sun),Average,3.2,6.0,Andheri,Budget,Average,Low Popularity,False,3.59,14.36,"what in kitchen north indian,chinese,mughlai quick bites budget average low popularity"
Yari Zaikaa,350,"Mughlai,North Indian",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/yari-zaikaa-versova/info,42,Quick Bites,4pm to 1230AM(Mon-Sun),Good,3.7,222.0,Andheri,Budget,Good,Moderately Popular,True,3.67,10.49,"yari zaikaa mughlai,north indian quick bites budget good moderately popular"
Grandmama's Cafe,1500,"Cafe,American,Desserts",Mumbai,Juhu,https://www.zomato.com/mumbai/grandmamas-cafe-juhu/info,42,Café,9am to 12midnight(Mon-Sun),Very Good,4.1,3338.0,Juhu,Expensive,Very Good,Highly Popular,False,4.08,2.72,"grandmama's cafe cafe,american,desserts café expensive very good highly popular"
Ooolala: All Day Cafe & Bar,1400,"Chinese,Continental,Italian",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/ooolala-all-day-cafe-bar-andheri-lokhandwala/info,42,Casual Dining,3pm to 1am(Mon-Sun),Very Good,4.1,150.0,Andheri,Expensive,Very Good,Moderately Popular,False,3.89,2.78,"ooolala: all day cafe & bar chinese,continental,italian casual dining expensive very good moderately popular"
Schezwan Finger,500,"Chinese,Thai",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/schezwan-finger-versova/info,420,Quick Bites,11am to 1230AM(Mon-Sun),Average,3.0,4.0,Andheri,Budget,Average,Low Popularity,False,3.59,7.18,"schezwan finger chinese,thai quick bites budget average low popularity"
Wooden Spoon,300,"North Indian,Chinese",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/wooden-spoon-versova/info,420,none,11am to 3am(Mon-Sun),Average,3.0,13.0,Andheri,Budget,Average,Low Popularity,False,3.55,11.83,"wooden spoon north indian,chinese none budget average low popularity"
MEX IT AL,400,"Mexican,Italian,Continental",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/mex-it-al-pali-hill-bandra-west/info,421,Quick Bites,1130am to 1am(Mon-Sun),Average,3.3,12.0,Bandra,Budget,Average,Low Popularity,False,3.58,8.95,"mex it al mexican,italian,continental quick bites budget average low popularity"
Tip Top Kitchen,500,"North Indian,Chinese",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/tip-top-kitchen-vile-parle-east/info,421,Quick Bites,"Closed(Mon),12noon to 330pm,7pm to 330am...",Average,3.2,42.0,Vile Parle,Budget,Average,Low Popularity,False,3.5,7.0,"tip top kitchen north indian,chinese quick bites budget average low popularity"
Top Pizza,300,"Italian,Fast Food,Pizza",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/top-pizza-near-andheri-east-station/info,422,none,12noon to 330am(Mon-Sun),Average,2.7,77.0,Andheri,Budget,Average,Low Popularity,False,3.24,10.8,"top pizza italian,fast food,pizza none budget average low popularity"
Express Thali,300,North Indian,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/express-thali-near-andheri-east-station/info,422,none,12noon to 330am(Mon-Sun),Average,2.9,50.0,Andheri,Budget,Average,Low Popularity,False,3.39,11.3,express thali north indian none budget average low popularity
Fresco Bakery,200,"Bakery,Desserts",Mumbai,Juhu,https://www.zomato.com/mumbai/fresco-bakery-juhu/info,423,Bakery,6am to 9pm(Mon-Sun),Good,3.9,84.0,Juhu,Budget,Good,Low Popularity,True,3.74,18.7,"fresco bakery bakery,desserts bakery budget good low popularity"
Vrindavan,550,"Chinese,North Indian,Seafood,Biryani",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/vrindavan-near-andheri-east-station/info,424,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.5,46.0,Andheri,Moderate,Good,Low Popularity,True,3.58,6.51,"vrindavan chinese,north indian,seafood,biryani casual dining moderate good low popularity"
Vella's-The Food House,500,North Indian,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/vellas-the-food-house-near-andheri-east-station/info,425,Casual Dining,"12noon to 4pm,7pm to 12midnight(Mon-Sun)",Good,3.7,32.0,Andheri,Budget,Good,Low Popularity,True,3.63,7.26,vella's-the food house north indian casual dining budget good low popularity
Shiv Shankar Chat Bhandar,250,Street Food,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/shiv-shankar-chat-bhandar-andheri-lokhandwala/info,425,Quick Bites,11am to 1030pm(Mon-Sun),Good,3.7,46.0,Andheri,Budget,Good,Low Popularity,True,3.64,14.56,shiv shankar chat bhandar street food quick bites budget good low popularity
Saffron Express,600,"North Indian,Mughlai,Chinese",Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/saffron-express-bandra-talao-bandra-west/info,425,Casual Dining,12noon to 12midnight(Mon-Sun),Average,3.0,165.0,Bandra,Moderate,Average,Moderately Popular,False,3.24,5.4,"saffron express north indian,mughlai,chinese casual dining moderate average moderately popular"
Sai Sagar,550,"South Indian,North Indian,Chinese,Biryani",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/sai-sagar-hill-road-bandra-west/info,426,Casual Dining,8am to 12midnight(Mon-Sun),Good,3.9,256.0,Bandra,Moderate,Good,Moderately Popular,True,3.81,6.93,"sai sagar south indian,north indian,chinese,biryani casual dining moderate good moderately popular"
Tiffin,900,"Chinese,Asian",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/tiffin-pali-hill-bandra-west/info,427,none,11am to 12midnight(Mon-Sun),Good,3.6,238.0,Bandra,Moderate,Good,Moderately Popular,True,3.6,4.0,"tiffin chinese,asian none moderate good moderately popular"
Fusion Foods,200,"Chinese,Rolls,Pizza,North Indian,Fast Food",Mumbai,Santacruz West,https://www.zomato.com/mumbai/fusion-foods-santacruz-west/info,428,Quick Bites,11am to 12midnight(Mon-Sun),Very Good,4.3,64.0,Santacruz,Budget,Very Good,Low Popularity,True,3.87,19.35,"fusion foods chinese,rolls,pizza,north indian,fast food quick bites budget very good low popularity"
Salman Caterers,400,North Indian,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/salman-caterers-near-andheri-east-station/info,429,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,4.0,Andheri,Budget,Average,Low Popularity,False,3.59,8.98,salman caterers north indian quick bites budget average low popularity
Jeon - Sea Princess,1500,"Italian,North Indian,Mediterranean",Mumbai,Sea Princess-- Juhu,https://www.zomato.com/mumbai/jeon-sea-princess-juhu/info,43,Casual Dining,24,Very Good,4.1,181.0,Juhu,Expensive,Very Good,Moderately Popular,False,3.92,2.61,"jeon - sea princess italian,north indian,mediterranean casual dining expensive very good moderately popular"
Morselo Froyo & Cha Bar,300,Desserts,Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/morselo-froyo-cha-bar-linking-road-bandra-west/info,43,Dessert Parlor,"11am to 2am(Mon-Thu),11am to 3am(Fri-Sun)",Very Good,4.2,291.0,Bandra,Budget,Very Good,Moderately Popular,True,4.04,13.47,morselo froyo & cha bar desserts dessert parlor budget very good moderately popular
Ratnagiri Restaurant & Bar,600,"Malwani,North Indian,Mughlai,Chinese",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/ratnagiri-restaurant-bar-near-andheri-east-station/info,43,Casual Dining,12noon to 130am(Mon-Sun),Average,2.9,47.0,Andheri,Moderate,Average,Low Popularity,False,3.4,5.67,"ratnagiri restaurant & bar malwani,north indian,mughlai,chinese casual dining moderate average low popularity"
PopWonMo,500,"Chinese,Fast Food",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/popwonmo-pali-hill-bandra-west/info,43,Quick Bites,"Closed(Mon),130pm to 1am(Tue),12noon to 130am...",Very Good,4.0,400.0,Bandra,Budget,Very Good,Moderately Popular,True,3.92,7.84,"popwonmo chinese,fast food quick bites budget very good moderately popular"
Pride,800,"Chinese,North Indian,South Indian",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/pride-vile-parle-west/info,431,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.5,99.0,Vile Parle,Moderate,Good,Low Popularity,True,3.56,4.45,"pride chinese,north indian,south indian casual dining moderate good low popularity"
Annapurna Tiffin Service,160,Gujarati,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/annapurna-tiffin-service-near-andheri-east-station/info,431,none,"11am to 3pm,6pm to 10pm(Mon-Sat),Closed(Sun)",Average,2.8,19.0,Andheri,Budget,Average,Low Popularity,False,3.49,21.81,annapurna tiffin service gujarati none budget average low popularity
Madhuri Puranpoli,100,Maharashtrian,Mumbai,Vile Parle East,https://www.zomato.com/mumbai/madhuri-puranpoli-vile-parle-east/info,431,none,10am to 10pm(Mon-Sun),Average,3.2,8.0,Vile Parle,Budget,Average,Low Popularity,False,3.58,35.8,madhuri puranpoli maharashtrian none budget average low popularity
English Vinglish,500,"Desserts,Bakery",Mumbai,Juhu,https://www.zomato.com/mumbai/english-vinglish-juhu/info,432,Dessert Parlor,9am to 10pm(Mon-Sun),Good,3.6,59.0,Juhu,Budget,Good,Low Popularity,True,3.61,7.22,"english vinglish desserts,bakery dessert parlor budget good low popularity"
Brijwasi Sweets,200,"Desserts,Street Food",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/brijwasi-sweets-linking-road-bandra-west/info,432,Quick Bites,9am to 9pm(Mon-Sun),Average,3.4,15.0,Bandra,Budget,Average,Low Popularity,False,3.59,17.95,"brijwasi sweets desserts,street food quick bites budget average low popularity"
Two Star,650,"Chinese,North Indian,Mughlai,Seafood",Mumbai,Santacruz East,https://www.zomato.com/mumbai/two-star-santacruz-east/info,434,Casual Dining,12noon to 12midnight(Mon-Sun),Average,3.3,86.0,Santacruz,Moderate,Average,Low Popularity,False,3.47,5.34,"two star chinese,north indian,mughlai,seafood casual dining moderate average low popularity"
China Wall,500,"Chinese,Seafood",Mumbai,Santacruz West,https://www.zomato.com/mumbai/china-wall-santacruz-west/info,435,none,"Closed(Mon),1130am to 3pm,630pm to 11pm(Tue-Sun)",Average,3.4,19.0,Santacruz,Budget,Average,Low Popularity,False,3.58,7.16,"china wall chinese,seafood none budget average low popularity"
Lume Restaurant & Bar,1200,"North Indian,Italian,Finger Food",Mumbai,Aureole Hotel-- Andheri East,https://www.zomato.com/mumbai/lume-restaurant-bar-near-andheri-east-station/info,436,Casual Dining,10am to 12midnight(Mon-Sun),Good,3.9,719.0,Andheri,Expensive,Good,Highly Popular,False,3.86,3.22,"lume restaurant & bar north indian,italian,finger food casual dining expensive good highly popular"
HumTea DumTea,200,"Fast Food,Beverages",Mumbai,Bandra East,https://www.zomato.com/mumbai/humtea-dumtea-bandra-east/info,436,Quick Bites,8am to 11pm(Mon-Sun),Good,3.6,29.0,Bandra,Budget,Good,Low Popularity,True,3.61,18.05,"humtea dumtea fast food,beverages quick bites budget good low popularity"
Mumbai Zaika,450,"North Indian,Mughlai,Chinese",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/mumbai-zaika-2-versova/info,437,Quick Bites,12noon to 1130pm(Mon-Sun),Average,3.2,13.0,Andheri,Budget,Average,Low Popularity,False,3.57,7.93,"mumbai zaika north indian,mughlai,chinese quick bites budget average low popularity"
Smoothie Factory,300,"Beverages,Juices",Mumbai,Santacruz West,https://www.zomato.com/mumbai/smoothie-factory-santacruz-west/info,438,Beverage Shop,9am to 11pm(Mon-Sun),Good,3.9,124.0,Santacruz,Budget,Good,Moderately Popular,True,3.76,12.53,"smoothie factory beverages,juices beverage shop budget good moderately popular"
Brijwasi Sweets,250,"Mithai,Fast Food,Street Food",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/brijwasi-sweets-near-andheri-east-station/info,438,Sweet Shop,8am to 10pm(Mon-Sun),Good,3.7,68.0,Andheri,Budget,Good,Low Popularity,True,3.65,14.6,"brijwasi sweets mithai,fast food,street food sweet shop budget good low popularity"
China Wall,500,"Chinese,Seafood",Mumbai,Santacruz West,https://www.zomato.com/mumbai/china-wall-santacruz-west/info,438,none,"Closed(Mon),1130am to 3pm,630pm to 11pm(Tue-Sun)",Average,3.4,19.0,Santacruz,Budget,Average,Low Popularity,False,3.58,7.16,"china wall chinese,seafood none budget average low popularity"
